,Unnamed:_0,Project_Name,Address,No._of_Units,Area_(sqm),Type_of_Area,Transacted_Price_($),Nett_Price($),Unit_Price_($_psm),Unit_Price_($_psf),Sale_Date,Property_Type,Tenure,Completion_Date,Type_of_Sale,Purchaser_Address_Indicator,Postal_District,Postal_Sector,Postal_Code,Planning_Region,Planning_Area,country,city,full_address,gcode,address,room_num,lat,long
4265,4266,DOVER PARKVIEW,32 Dover Rise  #05-05,1,116,Strata,1468000.0,-,12655,1176,31-MAR-2020,Condominium,99 Yrs From 01/12/1993,1997,Resale,Private,5,13,138686,Central Region,Queenstown,Singapore,Singapore,"32 Dover Rise  ,Singapore","Dover Parkview, 32, Dover Rise, Rochester Hill, Queenstown, Southwest, 138686, Singapore",32 Dover Rise  ,05-05,1.3061330500000001,103.78352989168141
4266,4267,SELETARIS,505 Sembawang Road  #03-46,1,104,Strata,980000.0,-,9423,875,31-MAR-2020,Condominium,Freehold,2001,Resale,Private,27,75,757708,North Region,Sembawang,Singapore,Singapore,"505 Sembawang Road  ,Singapore","Sembawang Road, Sembawang, Northwest, 768124, Singapore",505 Sembawang Road  ,03-46,1.4441578,103.8237019
4267,4268,THE LUXURIE,15 Compassvale Road  #10-07,1,94,Strata,1230000.0,-,13085,1216,31-MAR-2020,Condominium,99 Yrs From 15/06/2011,2015,Resale,HDB,19,54,544751,North East Region,Sengkang,Singapore,Singapore,"15 Compassvale Road  ,Singapore","15, Compassvale Road, Seng Kang, Northeast, 544751, Singapore",15 Compassvale Road  ,10-07,1.38853985,103.89614842298496
4268,4269,JADESCAPE,8 Shunfu Road  #02-31,1,71,Strata,1267900.0,-,17858,1659,31-MAR-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Singapore,Singapore,"8 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 577182, Singapore",8 Shunfu Road  ,02-31,1.3513172,103.8401903
4269,4270,THE LAKESHORE,31 Jurong West Street 41  #04-25,1,103,Strata,1038000.0,-,10078,936,31-MAR-2020,Condominium,99 Yrs From 22/11/2002,2007,Resale,Private,22,64,649412,West Region,Jurong West,Singapore,Singapore,"31 Jurong West Street 41  ,Singapore","31, Jurong West Street 41, Jurongville, Jurong West, Southwest, 649412, Singapore",31 Jurong West Street 41  ,04-25,1.34558,103.72259515
4270,4271,RIVERPARC RESIDENCE,102 Punggol Drive  #12-26,1,92,Strata,850000.0,-,9239,858,31-MAR-2020,Executive Condominium,99 Yrs From 27/12/2010,2014,Resale,HDB,19,82,828800,North East Region,Punggol,Singapore,Singapore,"102 Punggol Drive  ,Singapore","River Parc, 102, Punggol Drive, Punggol, Northeast, 820102, Singapore",102 Punggol Drive  ,12-26,1.39792005,103.91714348378213
4271,4272,FOREST WOODS,9 Lorong Lew Lian  #03-05,1,67,Strata,1250000.0,-,18657,1733,30-MAR-2020,Condominium,99 Yrs From 05/02/2016,Uncompleted,Sub Sale,HDB,19,53,536494,North East Region,Serangoon,Singapore,Singapore,"9 Lorong Lew Lian  ,Singapore","Lorong Lew Lian, Lew Lian Gardens, Serangoon, Southeast, 550419, Singapore",9 Lorong Lew Lian  ,03-05,1.349597,103.8763978
4272,4273,SEASTRAND,7 Pasir Ris Link  #01-20,1,121,Strata,1180000.0,-,9752,906,30-MAR-2020,Condominium,99 Yrs From 03/01/2011,2014,Resale,HDB,18,51,518188,East Region,Pasir Ris,Singapore,Singapore,"7 Pasir Ris Link  ,Singapore","7, Pasir Ris Link, Pasir Ris, Northeast, 518160, Singapore",7 Pasir Ris Link  ,01-20,1.37606915,103.96108062165708
4273,4274,TREASURE AT TAMPINES,41 Tampines Lane  #09-137,1,55,Strata,859000.0,-,15618,1451,30-MAR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,Private,18,52,528465,East Region,Tampines,Singapore,Singapore,"41 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",41 Tampines Lane  ,09-137,1.3546528,103.9435712
4274,4275,MY MANHATTAN,25 Simei Street 3  #08-03,1,81,Strata,1138000.0,-,14049,1305,30-MAR-2020,Condominium,99 Yrs From 11/08/2010,2014,Resale,HDB,18,52,529899,East Region,Tampines,Singapore,Singapore,"25 Simei Street 3  ,Singapore","Simei Street 3, Tampines, Southeast, 520253, Singapore",25 Simei Street 3  ,08-03,1.3419474,103.9533167
4275,4276,BAYSHORE PARK,62 Bayshore Road  #21-04,1,109,Strata,1050000.0,-,9633,895,30-MAR-2020,Condominium,99 Yrs From 17/03/1982,1986,Resale,Private,16,46,469983,East Region,Bedok,Singapore,Singapore,"62 Bayshore Road  ,Singapore","62, Bayshore Road, Bayshore Park, Bedok, Southeast, 469983, Singapore",62 Bayshore Road  ,21-04,1.31085985,103.93631063056193
4276,4277,VUE 8 RESIDENCE,99 Pasir Ris Heights  #09-28,1,125,Strata,1498000.0,-,11984,1113,30-MAR-2020,Condominium,99 Yrs From 10/09/2012,2017,Resale,Private,18,51,519291,East Region,Pasir Ris,Singapore,Singapore,"99 Pasir Ris Heights  ,Singapore","Pasir Ris Heights, Pasir Ris, Northeast, 519108, Singapore",99 Pasir Ris Heights  ,09-28,1.383831,103.9433107
4277,4278,WATERFRONT ISLE,736 Bedok Reservoir Road  #03-20,1,117,Strata,1488000.0,-,12718,1182,30-MAR-2020,Condominium,99 Yrs From 26/11/2009,2015,Resale,Private,16,47,479264,East Region,Bedok,Singapore,Singapore,"736 Bedok Reservoir Road  ,Singapore","736, Bedok Reservoir Road, Bedok, Northeast, 479264, Singapore",736 Bedok Reservoir Road  ,03-20,1.3380485,103.92752652277223
4278,4279,OLA,72 Anchorvale Crescent  #13-08,1,98,Strata,1294000.0,-,13204,1227,30-MAR-2020,Executive Condominium,99 Yrs From 14/12/2018,Uncompleted,New Sale,HDB,19,54,544600,North East Region,Sengkang,Singapore,Singapore,"72 Anchorvale Crescent  ,Singapore","Anchorvale Crescent, Seng Kang, Northeast, 544651, Singapore",72 Anchorvale Crescent  ,13-08,1.3987383,103.8902838
4279,4280,OASIS @ ELIAS,66 Elias Road  #17-12,1,91,Strata,788000.0,-,8659,804,30-MAR-2020,Condominium,99 Yrs From 17/03/2008,2011,Resale,Private,18,51,519941,East Region,Pasir Ris,Singapore,Singapore,"66 Elias Road  ,Singapore","Elias Road, Pasir Ris, Northeast, 519668, Singapore",66 Elias Road  ,17-12,1.3803175,103.9450627
4280,4281,PARC CENTROS,94 Punggol Central  #13-40,1,43,Strata,635000.0,-,14767,1372,30-MAR-2020,Condominium,99 Yrs From 19/03/2012,2016,Resale,HDB,19,82,828724,North East Region,Punggol,Singapore,Singapore,"94 Punggol Central  ,Singapore","94 Parc Centros, 94, Punggol Central, Punggol, Northeast, 828724, Singapore",94 Punggol Central  ,13-40,1.4031715999999999,103.90351163120043
4281,4282,LINCOLN SUITES,3 Khiang Guan Avenue  #12-06,1,96,Strata,2060000.0,-,21458,1994,30-MAR-2020,Condominium,Freehold,2014,Resale,HDB,11,30,308381,Central Region,Novena,Singapore,Singapore,"3 Khiang Guan Avenue  ,Singapore","Khiang Guan Avenue, Novena, Singapore, Central, 308380, Singapore",3 Khiang Guan Avenue  ,12-06,1.3175948,103.8428165
4282,4283,DOUBLE BAY RESIDENCES,17B Simei Street 4  #10-11,1,87,Strata,1038000.0,-,11931,1108,30-MAR-2020,Condominium,99 Yrs From 07/04/2008,2012,Resale,Private,18,52,529883,East Region,Tampines,Singapore,Singapore,"17B Simei Street 4  ,Singapore","Simei Street 4, Tampines, Southeast, 520225, Singapore",17B Simei Street 4  ,10-11,1.3421941,103.9581393
4283,4284,ORCHID PARK CONDOMINIUM,83 Yishun Street 81  #09-05,1,106,Strata,878000.0,-,8283,770,30-MAR-2020,Condominium,99 Yrs From 01/09/1991,1994,Resale,HDB,27,76,768446,North Region,Yishun,Singapore,Singapore,"83 Yishun Street 81  ,Singapore","Yishun Street 81, Yishun, Singapore, Central, 760845, Singapore",83 Yishun Street 81  ,09-05,1.4143411,103.8350801
4284,4285,ORCHID PARK CONDOMINIUM,93 Yishun Street 81  #11-09,1,161,Strata,1320000.0,-,8199,762,30-MAR-2020,Condominium,99 Yrs From 01/09/1991,1994,Resale,Private,27,76,768451,North Region,Yishun,Singapore,Singapore,"93 Yishun Street 81  ,Singapore","Yishun Street 81, Yishun, Singapore, Central, 760845, Singapore",93 Yishun Street 81  ,11-09,1.4143411,103.8350801
4285,4286,PARC VERA,10 Hougang Street 32  #06-25,1,106,Strata,1175000.0,-,11085,1030,30-MAR-2020,Condominium,99 Yrs From 20/12/2010,2014,Resale,Private,19,53,534037,North East Region,Hougang,Singapore,Singapore,"10 Hougang Street 32  ,Singapore","Hougang Street 32, Hougang, Northeast, 531377, Singapore",10 Hougang Street 32  ,06-25,1.363424,103.8944824
4286,4287,PALM ISLES,38 Flora Drive  #06-54,1,75,Strata,740000.0,-,9867,917,30-MAR-2020,Condominium,99 Yrs From 14/09/2011,2015,Resale,N.A,17,50,506895,East Region,Pasir Ris,Singapore,Singapore,"38 Flora Drive  ,Singapore","Flora Drive, Changi, Southeast, 509733, Singapore",38 Flora Drive  ,06-54,1.3593443,103.9648774
4287,4288,ONE JERVOIS,3 Jervois Close  #04-05,1,94,Strata,1775000.0,-,18883,1754,30-MAR-2020,Condominium,Freehold,2009,Resale,HDB,10,24,249099,Central Region,Tanglin,Singapore,Singapore,"3 Jervois Close  ,Singapore","Jervois Close, Tanglin, Singapore, Central, 159016, Singapore",3 Jervois Close  ,04-05,1.2933551,103.8248245
4288,4289,PIERMONT GRAND,24 Sumang Walk  #12-05,1,127,Strata,1446660.0,-,11391,1058,30-MAR-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828678,North East Region,Punggol,Singapore,Singapore,"24 Sumang Walk  ,Singapore","Sumang Walk, Punggol, Northeast, 824316, Singapore",24 Sumang Walk  ,12-05,1.4090723,103.8964509
4289,4290,CITY SQUARE RESIDENCES,10 Kitchener Link  #20-20,1,113,Strata,1950000.0,-,17257,1603,30-MAR-2020,Condominium,Freehold,2008,Resale,Private,8,20,207225,Central Region,Kallang,Singapore,Singapore,"10 Kitchener Link  ,Singapore","Promenade Tower, 10, Kitchener Link, Rochor, Singapore, Central, 207225, Singapore",10 Kitchener Link  ,20-20,1.3100903,103.85750000914551
4290,4291,THE TAMPINES TRILLIANT,21 Tampines Central 7  #07-24,1,93,Strata,1030000.0,-,11075,1029,30-MAR-2020,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,HDB,18,52,528608,East Region,Tampines,Singapore,Singapore,"21 Tampines Central 7  ,Singapore","21, Tampines Central 7, Tampines, Northeast, 528608, Singapore",21 Tampines Central 7  ,07-24,1.3592365,103.93964707702332
4291,4292,TREASURE AT TAMPINES,55 Tampines Lane  #11-194,1,85,Strata,1178000.0,-,13859,1288,30-MAR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528458,East Region,Tampines,Singapore,Singapore,"55 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",55 Tampines Lane  ,11-194,1.3546528,103.9435712
4292,4293,GLENTREES,11G Mount Sinai Lane  #03-39,1,134,Strata,2130000.0,-,15896,1477,30-MAR-2020,Condominium,999 Yrs From 17/09/1885,2005,Resale,Private,10,27,277056,Central Region,Bukit Timah,Singapore,Singapore,"11G Mount Sinai Lane  ,Singapore","11G, Mount Sinai Lane, Glentrees, Bukit Timah, Northwest, 277056, Singapore",11G Mount Sinai Lane  ,03-39,1.3170047,103.78527979880269
4293,4294,THE DEW,30 Bukit Batok Street 21  #08-07,1,122,Strata,1120000.0,-,9180,853,30-MAR-2020,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,Singapore,Singapore,"30 Bukit Batok Street 21  ,Singapore","30, Bukit Batok Street 21, The Dew, Bukit Batok, Southwest, 659636, Singapore",30 Bukit Batok Street 21  ,08-07,1.3466784,103.75594390650389
4294,4295,THE ESTA,37 Amber Gardens  #03-13,1,131,Strata,2350000.0,-,17939,1667,30-MAR-2020,Condominium,Freehold,2008,Resale,Private,15,43,439969,Central Region,Marine Parade,Singapore,Singapore,"37 Amber Gardens  ,Singapore","37, Amber Gardens, Kampong Amber, Marine Parade, Southeast, 439969, Singapore",37 Amber Gardens  ,03-13,1.3022806,103.89943261581888
4295,4296,PARK COLONIAL,6 Woodleigh Lane  #13-22,1,110,Strata,2236000.0,-,20327,1888,30-MAR-2020,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,Singapore,Singapore,"6 Woodleigh Lane  ,Singapore","Park Colonial, 6, Woodleigh Lane, Toa Payoh, Southeast, 357687, Singapore",6 Woodleigh Lane  ,13-22,1.33870565,103.86968174661716
4296,4297,PARC ROSEWOOD,79 Rosewood Drive  #05-48,1,158,Strata,1180000.0,-,7468,694,30-MAR-2020,Condominium,99 Yrs From 07/09/2011,2014,Resale,HDB,25,73,737787,North Region,Woodlands,Singapore,Singapore,"79 Rosewood Drive  ,Singapore","Rosewood Drive, Woodlands, Northwest, 737934, Singapore",79 Rosewood Drive  ,05-48,1.4305329,103.784881
4297,4298,BOTANIQUE AT BARTLEY,223 Upper Paya Lebar Road  #17-05,1,108,Strata,1600000.0,-,14815,1376,30-MAR-2020,Condominium,99 Yrs From 14/04/2014,2019,Sub Sale,Private,19,53,533874,North East Region,Serangoon,Singapore,Singapore,"223 Upper Paya Lebar Road  ,Singapore","223, Upper Paya Lebar Road, Serangoon, Southeast, 533874, Singapore",223 Upper Paya Lebar Road  ,17-05,1.3428776500000001,103.88257323348381
4298,4299,THE HILLSIDE,343 Upper Bukit Timah Road  #05-05,1,126,Strata,1715000.0,-,13611,1265,30-MAR-2020,Condominium,Freehold,2001,Resale,Private,21,58,588196,West Region,Bukit Batok,Singapore,Singapore,"343 Upper Bukit Timah Road  ,Singapore","Upper Bukit Timah Road, Southwest, #B1-42, Singapore",343 Upper Bukit Timah Road  ,05-05,1.3427027,103.7756593
4299,4300,THE RAINFOREST,345 Choa Chu Kang Avenue 3  #19-31,1,107,Strata,1210000.0,-,11308,1051,30-MAR-2020,Executive Condominium,99 Yrs From 28/06/2011,2015,Resale,HDB,23,68,689876,West Region,Choa Chu Kang,Singapore,Singapore,"345 Choa Chu Kang Avenue 3  ,Singapore","Choa Chu Kang Avenue 3, Choa Chu Kang, Southwest, 680464, Singapore",345 Choa Chu Kang Avenue 3  ,19-31,1.3764235,103.7358346
4300,4301,PALM ISLES,42 Flora Drive  #01-69,1,88,Strata,840000.0,-,9545,887,30-MAR-2020,Condominium,99 Yrs From 14/09/2011,2015,Resale,HDB,17,50,506867,East Region,Pasir Ris,Singapore,Singapore,"42 Flora Drive  ,Singapore","Flora Drive, Changi, Southeast, 509733, Singapore",42 Flora Drive  ,01-69,1.3593443,103.9648774
4301,4302,MANDARIN GARDENS,7 Siglap Road  #22-65,1,285,Strata,2700000.0,-,9474,880,30-MAR-2020,Condominium,99 Yrs From 08/03/1982,1986,Resale,HDB,15,44,448909,East Region,Bedok,Singapore,Singapore,"7 Siglap Road  ,Singapore","Siglap Road, Bedok, Southeast, 458278, Singapore",7 Siglap Road  ,22-65,1.3131163,103.9232195
4302,4303,TREASURE AT TAMPINES,49 Tampines Lane  #09-170,1,96,Strata,1357000.0,-,14135,1313,30-MAR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528461,East Region,Tampines,Singapore,Singapore,"49 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",49 Tampines Lane  ,09-170,1.3546528,103.9435712
4303,4304,ESPARINA RESIDENCES,121 Compassvale Bow  #18-22,1,240,Strata,1808000.0,-,7533,700,30-MAR-2020,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544818,North East Region,Sengkang,Singapore,Singapore,"121 Compassvale Bow  ,Singapore","Compassvale Bow, Seng Kang, Northeast, 544275, Singapore",121 Compassvale Bow  ,18-22,1.3814322,103.8930315
4304,4305,NINETEEN SHELFORD ROAD,19 Shelford Road  #04-15,1,70,Strata,1125000.0,-,16071,1493,30-MAR-2020,Condominium,Freehold,1997,Resale,HDB,11,28,288408,Central Region,Bukit Timah,Singapore,Singapore,"19 Shelford Road  ,Singapore","Shelford Road, Bukit Timah, Northwest, 269692, Singapore",19 Shelford Road  ,04-15,1.3255337,103.8123189
4305,4306,LAKEVILLE,9 Jurong Lake Link  #09-30,1,119,Strata,1700000.0,-,14286,1327,30-MAR-2020,Condominium,99 Yrs From 30/04/2013,2017,Resale,HDB,22,64,648164,West Region,Jurong West,Singapore,Singapore,"9 Jurong Lake Link  ,Singapore","9, Jurong Lake Link, Jurong West, Southwest, 648164, Singapore",9 Jurong Lake Link  ,09-30,1.3451168500000001,103.72597228441933
4306,4307,PIERMONT GRAND,38 Sumang Walk  #14-33,1,78,Strata,995490.0,-,12763,1186,29-MAR-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828624,North East Region,Punggol,Singapore,Singapore,"38 Sumang Walk  ,Singapore","Sumang Walk, Punggol, Northeast, 821327, Singapore",38 Sumang Walk  ,14-33,1.4124637,103.8986312
4307,4308,MAYFAIR MODERN,2 Rifle Range Road  #07-09,1,48,Strata,998000.0,-,20792,1932,29-MAR-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588373,Central Region,Bukit Timah,Singapore,Singapore,"2 Rifle Range Road  ,Singapore","Rifle Range Road, Central Water Catchment, Northwest, 289759, Singapore",2 Rifle Range Road  ,07-09,1.3534836,103.7883671
4308,4309,MAYFAIR MODERN,6 Rifle Range Road  #03-20,1,48,Strata,958000.0,-,19958,1854,29-MAR-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588375,Central Region,Bukit Timah,Singapore,Singapore,"6 Rifle Range Road  ,Singapore","Rifle Range Road, Bukit Panjang, Northwest, 588406, Singapore",6 Rifle Range Road  ,03-20,1.3484812,103.7838071
4309,4310,PIERMONT GRAND,46 Sumang Walk  #15-51,1,81,Strata,996300.0,-,12300,1143,29-MAR-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,Private,19,82,828628,North East Region,Punggol,Singapore,Singapore,"46 Sumang Walk  ,Singapore","Sumang Walk, Punggol, Northeast, 821327, Singapore",46 Sumang Walk  ,15-51,1.4124637,103.8986312
4310,4311,JADESCAPE,12 Shunfu Road  #14-41,1,71,Strata,1377000.0,-,19394,1802,29-MAR-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575747,Central Region,Bishan,Singapore,Singapore,"12 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 573993, Singapore",12 Shunfu Road  ,14-41,1.3513304,103.8400318
4311,4312,MAYFAIR MODERN,6 Rifle Range Road  #06-19,1,48,Strata,978000.0,-,20375,1893,29-MAR-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,HDB,21,58,588375,Central Region,Bukit Timah,Singapore,Singapore,"6 Rifle Range Road  ,Singapore","Rifle Range Road, Bukit Panjang, Northwest, 588406, Singapore",6 Rifle Range Road  ,06-19,1.3484812,103.7838071
4312,4313,THE TAPESTRY,53 Tampines Street 86  #01-15,1,105,Strata,1381860.0,-,13161,1223,29-MAR-2020,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,HDB,18,52,528540,East Region,Tampines,Singapore,Singapore,"53 Tampines Street 86  ,Singapore","Tampines Street 86, Tampines, Northeast, 524872, Singapore",53 Tampines Street 86  ,01-15,1.3553652,103.9312294933278
4313,4314,SEA ESTA,26 Pasir Ris Link  #13-21,1,233,Strata,2080000.0,-,8927,829,29-MAR-2020,Condominium,99 Yrs From 09/01/2012,2015,Resale,N.A,18,51,518145,East Region,Pasir Ris,Singapore,Singapore,"26 Pasir Ris Link  ,Singapore","26, Pasir Ris Link, Pasir Ris, Northeast, 518169, Singapore",26 Pasir Ris Link  ,13-21,1.3780160000000001,103.95994839891966
4314,4315,PARC CANBERRA,19 Canberra Walk  #13-38,1,103,Strata,1118000.0,-,10854,1008,29-MAR-2020,Executive Condominium,99 Yrs From 10/12/2018,Uncompleted,New Sale,HDB,27,75,756950,North Region,Sembawang,Singapore,Singapore,"19 Canberra Walk  ,Singapore","Canberra Walk, Sembawang, Northwest, 750105, Singapore",19 Canberra Walk  ,13-38,1.4487777,103.8318911
4315,4316,OLA,84 Anchorvale Crescent  #12-29,1,98,Strata,1232000.0,-,12571,1168,29-MAR-2020,Executive Condominium,99 Yrs From 14/12/2018,Uncompleted,New Sale,N.A,19,54,544560,North East Region,Sengkang,Singapore,Singapore,"84 Anchorvale Crescent  ,Singapore","Anchorvale Crescent, Seng Kang, Northeast, 544651, Singapore",84 Anchorvale Crescent  ,12-29,1.3987383,103.8902838
4316,4317,DAINTREE RESIDENCE,11C Toh Tuck Road  #03-16,1,93,Strata,1705700.0,-,18341,1704,29-MAR-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596159,Central Region,Bukit Timah,Singapore,Singapore,"11C Toh Tuck Road  ,Singapore","Toh Tuck Road, Southwest, 598681, Singapore",11C Toh Tuck Road  ,03-16,1.3403435,103.7702985
4317,4318,THE TAPESTRY,61 Tampines Street 86  #11-44,1,41,Strata,679780.0,-,16580,1540,29-MAR-2020,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,HDB,18,52,528510,East Region,Tampines,Singapore,Singapore,"61 Tampines Street 86  ,Singapore","Tampines Street 86, Tampines, Northeast, 524872, Singapore",61 Tampines Street 86  ,11-44,1.3553652,103.9312294933278
4318,4319,JADESCAPE,16 Shunfu Road  #02-59,1,49,Strata,894300.0,-,18251,1696,29-MAR-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Singapore,Singapore,"16 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 573993, Singapore",16 Shunfu Road  ,02-59,1.3513304,103.8400318
4319,4320,PIERMONT GRAND,36 Sumang Walk  #15-32,1,94,Strata,1117600.0,-,11889,1105,28-MAR-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828623,North East Region,Punggol,Singapore,Singapore,"36 Sumang Walk  ,Singapore","Sumang Walk, Punggol, Northeast, 821327, Singapore",36 Sumang Walk  ,15-32,1.4124637,103.8986312
4320,4321,TREASURE AT TAMPINES,45 Tampines Lane  #04-148,1,63,Strata,961000.0,-,15254,1417,28-MAR-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528463,East Region,Tampines,Singapore,Singapore,"45 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",45 Tampines Lane  ,04-148,1.3546528,103.9435712
4321,4322,OLA,74 Anchorvale Crescent  #05-09,1,88,Strata,1055000.0,-,11989,1114,28-MAR-2020,Executive Condominium,99 Yrs From 14/12/2018,Uncompleted,New Sale,N.A,19,54,544601,North East Region,Sengkang,Singapore,Singapore,"74 Anchorvale Crescent  ,Singapore","Anchorvale Crescent, Seng Kang, Northeast, 544651, Singapore",74 Anchorvale Crescent  ,05-09,1.3987383,103.8902838
4322,4323,DAINTREE RESIDENCE,11D Toh Tuck Road  #03-18,1,73,Strata,1343240.0,-,18401,1709,28-MAR-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596126,Central Region,Bukit Timah,Singapore,Singapore,"11D Toh Tuck Road  ,Singapore","Toh Tuck Road, Southwest, 598681, Singapore",11D Toh Tuck Road  ,03-18,1.3403435,103.7702985
