Age,Population,Year,District
　70～74,,1960 ,栄区
　75～79,,1960 ,栄区
　80～84,,1960 ,栄区
　85～89,,1960 ,栄区
　90～94,,1960 ,栄区
　95～99,,1960 ,栄区
　100歳以上,,1960 ,栄区
　０～４歳,,1965 ,栄区
　５～９,,1965 ,栄区
　10～14,,1965 ,栄区
　15～19,,1965 ,栄区
　20～24,,1965 ,栄区
　25～29,,1965 ,栄区
　30～34,,1965 ,栄区
　35～39,,1965 ,栄区
　40～44,,1965 ,栄区
　45～49,,1965 ,栄区
　50～54,,1965 ,栄区
　55～59,,1965 ,栄区
　60～64,,1965 ,栄区
　65～69,,1965 ,栄区
　70～74,,1965 ,栄区
　75～79,,1965 ,栄区
　80～84,,1965 ,栄区
　85～89,,1965 ,栄区
　90～94,,1965 ,栄区
　95～99,,1965 ,栄区
　100歳以上,,1965 ,栄区
　０～４歳,,1970 ,栄区
　５～９,,1970 ,栄区
　10～14,,1970 ,栄区
　15～19,,1970 ,栄区
　20～24,,1970 ,栄区
　25～29,,1970 ,栄区
　30～34,,1970 ,栄区
　35～39,,1970 ,栄区
　40～44,,1970 ,栄区
　45～49,,1970 ,栄区
　50～54,,1970 ,栄区
　55～59,,1970 ,栄区
　60～64,,1970 ,栄区
　65～69,,1970 ,栄区
　70～74,,1970 ,栄区
　75～79,,1970 ,栄区
　80～84,,1970 ,栄区
　85～89,,1970 ,栄区
　90～94,,1970 ,栄区
　95～99,,1970 ,栄区
　100歳以上,,1970 ,栄区
　０～４歳,,1975 ,栄区
　５～９,,1975 ,栄区
　10～14,,1975 ,栄区
　15～19,,1975 ,栄区
　20～24,,1975 ,栄区
　25～29,,1975 ,栄区
　30～34,,1975 ,栄区
　35～39,,1975 ,栄区
　40～44,,1975 ,栄区
　45～49,,1975 ,栄区
　50～54,,1975 ,栄区
　55～59,,1975 ,栄区
　60～64,,1975 ,栄区
　65～69,,1975 ,栄区
　70～74,,1975 ,栄区
　75～79,,1975 ,栄区
　80～84,,1975 ,栄区
　85～89,,1975 ,栄区
　90～94,,1975 ,栄区
　95～99,,1975 ,栄区
　100歳以上,,1975 ,栄区
　０～４歳,,1980 ,栄区
　５～９,,1980 ,栄区
　10～14,,1980 ,栄区
　15～19,,1980 ,栄区
　20～24,,1980 ,栄区
　25～29,,1980 ,栄区
　30～34,,1980 ,栄区
　35～39,,1980 ,栄区
　40～44,,1980 ,栄区
　45～49,,1980 ,栄区
　50～54,,1980 ,栄区
　55～59,,1980 ,栄区
　60～64,,1980 ,栄区
　65～69,,1980 ,栄区
　70～74,,1980 ,栄区
　75～79,,1980 ,栄区
　80～84,,1980 ,栄区
　85～89,,1980 ,栄区
　90～94,,1980 ,栄区
　95～99,,1980 ,栄区
　100歳以上,,1980 ,栄区
　０～４歳,,1985 ,栄区
　５～９,,1985 ,栄区
　10～14,,1985 ,栄区
　15～19,,1985 ,栄区
　20～24,,1985 ,栄区
　25～29,,1985 ,栄区
　30～34,,1985 ,栄区
　35～39,,1985 ,栄区
　40～44,,1985 ,栄区
　45～49,,1985 ,栄区
　50～54,,1985 ,栄区
　55～59,,1985 ,栄区
　60～64,,1985 ,栄区
　65～69,,1985 ,栄区
　70～74,,1985 ,栄区
　75～79,,1985 ,栄区
　80～84,,1985 ,栄区
　85～89,,1985 ,栄区
　90～94,,1985 ,栄区
　95～99,,1985 ,栄区
　100歳以上,,1985 ,栄区
　０～４歳,"5,873",1990 ,栄区
　５～９,"7,204",1990 ,栄区
　10～14,"9,431",1990 ,栄区
　15～19,"12,637",1990 ,栄区
　20～24,"10,828",1990 ,栄区
　25～29,"7,807",1990 ,栄区
　30～34,"6,923",1990 ,栄区
　35～39,"8,530",1990 ,栄区
　40～44,"12,105",1990 ,栄区
　45～49,"11,831",1990 ,栄区
　50～54,"9,619",1990 ,栄区
　55～59,"7,149",1990 ,栄区
　60～64,"4,882",1990 ,栄区
　65～69,"3,230",1990 ,栄区
　70～74,"2,264",1990 ,栄区
　75～79,"1,686",1990 ,栄区
　80～84,940,1990 ,栄区
　85～89,404,1990 ,栄区
　90～94,91,1990 ,栄区
　95～99,17,1990 ,栄区
　100歳以上,-,1990 ,栄区
　０～４歳,"5,067",1995 ,栄区
　５～９,"5,709",1995 ,栄区
　10～14,"6,840",1995 ,栄区
　15～19,"9,265",1995 ,栄区
　20～24,"11,837",1995 ,栄区
　25～29,"9,969",1995 ,栄区
　30～34,"7,742",1995 ,栄区
　35～39,"6,832",1995 ,栄区
　40～44,"8,299",1995 ,栄区
　45～49,"11,666",1995 ,栄区
　50～54,"11,494",1995 ,栄区
　55～59,"9,424",1995 ,栄区
　60～64,"6,910",1995 ,栄区
　65～69,"4,590",1995 ,栄区
　70～74,"3,009",1995 ,栄区
　75～79,"1,998",1995 ,栄区
　80～84,"1,348",1995 ,栄区
　85～89,611,1995 ,栄区
　90～94,223,1995 ,栄区
　95～99,28,1995 ,栄区
　100歳以上,4,1995 ,栄区
　０～４歳,"4,884",2000,栄区
　５～９,"4,799",2000,栄区
　10～14,"5,445",2000,栄区
　15～19,"6,630",2000,栄区
　20～24,"8,630",2000,栄区
　25～29,"10,239",2000,栄区
　30～34,"8,839",2000,栄区
　35～39,"7,145",2000,栄区
　40～44,"6,412",2000,栄区
　45～49,"7,768",2000,栄区
　50～54,"10,795",2000,栄区
　55～59,"10,897",2000,栄区
　60～64,"8,954",2000,栄区
　65～69,"6,461",2000,栄区
　70～74,"4,250",2000,栄区
　75～79,"2,725",2000,栄区
　80～84,"1,659",2000,栄区
　85～89,975,2000,栄区
　90～94,335,2000,栄区
　95～99,70,2000,栄区
　100歳以上,5,2000,栄区
　０～４歳,"5,573",2005 ,栄区
　５～９,"5,382",2005 ,栄区
　10～14,"5,011",2005 ,栄区
　15～19,"5,758",2005 ,栄区
　20～24,"6,659",2005 ,栄区
　25～29,"8,033",2005 ,栄区
　30～34,"10,515",2005 ,栄区
　35～39,"9,492",2005 ,栄区
　40～44,"7,480",2005 ,栄区
　45～49,"6,585",2005 ,栄区
　50～54,"7,751",2005 ,栄区
　55～59,"10,604",2005 ,栄区
　60～64,"10,701",2005 ,栄区
　65～69,"8,562",2005 ,栄区
　70～74,"6,083",2005 ,栄区
　75～79,"3,872",2005 ,栄区
　80～84,"2,292",2005 ,栄区
　85～89,"1,194",2005 ,栄区
　90～94,565,2005 ,栄区
　95～99,134,2005 ,栄区
　100歳以上,19,2005 ,栄区
　０～４歳,"5,258 ",2010,栄区
　５～９,"5,740 ",2010,栄区
　10～14,"5,532 ",2010,栄区
　15～19,"5,269 ",2010,栄区
　20～24,"5,598 ",2010,栄区
　25～29,"6,515 ",2010,栄区
　30～34,"8,040 ",2010,栄区
　35～39,"10,748 ",2010,栄区
　40～44,"9,753 ",2010,栄区
　45～49,"7,514 ",2010,栄区
　50～54,"6,450 ",2010,栄区
　55～59,"7,612 ",2010,栄区
　60～64,"10,276 ",2010,栄区
　65～69,"10,282 ",2010,栄区
　70～74,"8,183 ",2010,栄区
　75～79,"5,613 ",2010,栄区
　80～84,"3,328 ",2010,栄区
　85～89,"1,847 ",2010,栄区
　90～94,764 ,2010,栄区
　95～99,233 ,2010,栄区
　100歳以上,37 ,2010,栄区
　０～４歳,"4,480 ",2015,栄区
　５～９,"5,133 ",2015,栄区
　10～14,"5,688 ",2015,栄区
　15～19,"5,747 ",2015,栄区
　20～24,"4,974 ",2015,栄区
　25～29,"5,336 ",2015,栄区
　30～34,"6,283 ",2015,栄区
　35～39,"7,793 ",2015,栄区
　40～44,"10,433 ",2015,栄区
　45～49,"9,479 ",2015,栄区
　50～54,"7,158 ",2015,栄区
　55～59,"6,251 ",2015,栄区
　60～64,"7,283 ",2015,栄区
　65～69,"9,835 ",2015,栄区
　70～74,"9,687 ",2015,栄区
　75～79,"7,514 ",2015,栄区
　80～84,"4,830 ",2015,栄区
　85～89,"2,424 ",2015,栄区
　90～94,"1,058 ",2015,栄区
　95～99,287 ,2015,栄区
　100歳以上,49 ,2015,栄区
　０～４歳,,1955 ,泉区
　５～９,,1955 ,泉区
　10～14,,1955 ,泉区
　15～19,,1955 ,泉区
　20～24,,1955 ,泉区
　25～29,,1955 ,泉区
　30～34,,1955 ,泉区
　35～39,,1955 ,泉区
　40～44,,1955 ,泉区
　45～49,,1955 ,泉区
　50～54,,1955 ,泉区
　55～59,,1955 ,泉区
　60～64,,1955 ,泉区
　65～69,,1955 ,泉区
　70～74,,1955 ,泉区
　75～79,,1955 ,泉区
　80～84,,1955 ,泉区
　85～89,,1955 ,泉区
　90～94,,1955 ,泉区
　95～99,,1955 ,泉区
　100歳以上,,1955 ,泉区
　０～４歳,,1960 ,泉区
　５～９,,1960 ,泉区
　10～14,,1960 ,泉区
　15～19,,1960 ,泉区
　20～24,,1960 ,泉区
　25～29,,1960 ,泉区
　30～34,,1960 ,泉区
　35～39,,1960 ,泉区
　40～44,,1960 ,泉区
　45～49,,1960 ,泉区
　50～54,,1960 ,泉区
　55～59,,1960 ,泉区
　60～64,,1960 ,泉区
　65～69,,1960 ,泉区
　70～74,,1960 ,泉区
　75～79,,1960 ,泉区
　80～84,,1960 ,泉区
　85～89,,1960 ,泉区
　90～94,,1960 ,泉区
　95～99,,1960 ,泉区
　100歳以上,,1960 ,泉区
　０～４歳,,1965 ,泉区
　５～９,,1965 ,泉区
　10～14,,1965 ,泉区
　15～19,,1965 ,泉区
　20～24,,1965 ,泉区
　25～29,,1965 ,泉区
　30～34,,1965 ,泉区
　35～39,,1965 ,泉区
　40～44,,1965 ,泉区
　45～49,,1965 ,泉区
　50～54,,1965 ,泉区
　55～59,,1965 ,泉区
　60～64,,1965 ,泉区
　65～69,,1965 ,泉区
　70～74,,1965 ,泉区
　75～79,,1965 ,泉区
　80～84,,1965 ,泉区
　85～89,,1965 ,泉区
　90～94,,1965 ,泉区
　95～99,,1965 ,泉区
　100歳以上,,1965 ,泉区
　０～４歳,,1970 ,泉区
　５～９,,1970 ,泉区
　10～14,,1970 ,泉区
　15～19,,1970 ,泉区
　20～24,,1970 ,泉区
　25～29,,1970 ,泉区
　30～34,,1970 ,泉区
　35～39,,1970 ,泉区
　40～44,,1970 ,泉区
　45～49,,1970 ,泉区
　50～54,,1970 ,泉区
　55～59,,1970 ,泉区
　60～64,,1970 ,泉区
　65～69,,1970 ,泉区
　70～74,,1970 ,泉区
　75～79,,1970 ,泉区
　80～84,,1970 ,泉区
　85～89,,1970 ,泉区
　90～94,,1970 ,泉区
　95～99,,1970 ,泉区
　100歳以上,,1970 ,泉区
　０～４歳,,1975 ,泉区
　５～９,,1975 ,泉区
　10～14,,1975 ,泉区
　15～19,,1975 ,泉区
　20～24,,1975 ,泉区
　25～29,,1975 ,泉区
　30～34,,1975 ,泉区
　35～39,,1975 ,泉区
　40～44,,1975 ,泉区
　45～49,,1975 ,泉区
　50～54,,1975 ,泉区
　55～59,,1975 ,泉区
　60～64,,1975 ,泉区
　65～69,,1975 ,泉区
　70～74,,1975 ,泉区
　75～79,,1975 ,泉区
　80～84,,1975 ,泉区
　85～89,,1975 ,泉区
　90～94,,1975 ,泉区
　95～99,,1975 ,泉区
　100歳以上,,1975 ,泉区
　０～４歳,,1980 ,泉区
　５～９,,1980 ,泉区
　10～14,,1980 ,泉区
　15～19,,1980 ,泉区
　20～24,,1980 ,泉区
　25～29,,1980 ,泉区
　30～34,,1980 ,泉区
　35～39,,1980 ,泉区
　40～44,,1980 ,泉区
　45～49,,1980 ,泉区
　50～54,,1980 ,泉区
　55～59,,1980 ,泉区
　60～64,,1980 ,泉区
　65～69,,1980 ,泉区
　70～74,,1980 ,泉区
　75～79,,1980 ,泉区
　80～84,,1980 ,泉区
　85～89,,1980 ,泉区
　90～94,,1980 ,泉区
　95～99,,1980 ,泉区
　100歳以上,,1980 ,泉区
　０～４歳,,1985 ,泉区
　５～９,,1985 ,泉区
　10～14,,1985 ,泉区
　15～19,,1985 ,泉区
　20～24,,1985 ,泉区
　25～29,,1985 ,泉区
　30～34,,1985 ,泉区
　35～39,,1985 ,泉区
　40～44,,1985 ,泉区
　45～49,,1985 ,泉区
　50～54,,1985 ,泉区
　55～59,,1985 ,泉区
　60～64,,1985 ,泉区
　65～69,,1985 ,泉区
　70～74,,1985 ,泉区
　75～79,,1985 ,泉区
　80～84,,1985 ,泉区
　85～89,,1985 ,泉区
　90～94,,1985 ,泉区
　95～99,,1985 ,泉区
　100歳以上,,1985 ,泉区
　０～４歳,"6,055",1990 ,泉区
　５～９,"7,120",1990 ,泉区
　10～14,"9,020",1990 ,泉区
　15～19,"12,295",1990 ,泉区
　20～24,"11,100",1990 ,泉区
　25～29,"8,764",1990 ,泉区
　30～34,"7,074",1990 ,泉区
　35～39,"8,582",1990 ,泉区
　40～44,"11,832",1990 ,泉区
　45～49,"11,539",1990 ,泉区
　50～54,"10,043",1990 ,泉区
　55～59,"7,871",1990 ,泉区
　60～64,"5,283",1990 ,泉区
　65～69,"3,458",1990 ,泉区
　70～74,"2,750",1990 ,泉区
　75～79,"2,065",1990 ,泉区
　80～84,"1,078",1990 ,泉区
　85～89,441,1990 ,泉区
　90～94,133,1990 ,泉区
　95～99,15,1990 ,泉区
　100歳以上,1,1990 ,泉区
　０～４歳,"7,141",1995 ,泉区
　５～９,"7,309",1995 ,泉区
　10～14,"7,886",1995 ,泉区
　15～19,"9,407",1995 ,泉区
　20～24,"12,073",1995 ,泉区
　25～29,"11,516",1995 ,泉区
　30～34,"9,577",1995 ,泉区
　35～39,"8,508",1995 ,泉区
　40～44,"9,533",1995 ,泉区
　45～49,"12,457",1995 ,泉区
　50～54,"11,662",1995 ,泉区
　55～59,"10,137",1995 ,泉区
　60～64,"7,977",1995 ,泉区
　65～69,"5,301",1995 ,泉区
　70～74,"3,427",1995 ,泉区
　75～79,"2,625",1995 ,泉区
　80～84,"1,751",1995 ,泉区
　85～89,826,1995 ,泉区
　90～94,285,1995 ,泉区
　95～99,53,1995 ,泉区
　100歳以上,6,1995 ,泉区
　０～４歳,"7,340",2000,泉区
　５～９,"7,389",2000,泉区
　10～14,"7,616",2000,泉区
　15～19,"8,185",2000,泉区
　20～24,"9,243",2000,泉区
　25～29,"12,285",2000,泉区
　30～34,"11,857",2000,泉区
　35～39,"10,109",2000,泉区
　40～44,"8,874",2000,泉区
　45～49,"9,821",2000,泉区
　50～54,"12,295",2000,泉区
　55～59,"11,530",2000,泉区
　60～64,"9,909",2000,泉区
　65～69,"7,782",2000,泉区
　70～74,"5,105",2000,泉区
　75～79,"3,201",2000,泉区
　80～84,"2,221",2000,泉区
　85～89,"1,295",2000,泉区
　90～94,479,2000,泉区
　95～99,108,2000,泉区
　100歳以上,15,2000,泉区
　０～４歳,"7,296",2005 ,泉区
　５～９,"7,775",2005 ,泉区
　10～14,"7,498",2005 ,泉区
　15～19,"7,532",2005 ,泉区
　20～24,"7,790",2005 ,泉区
　25～29,"9,492",2005 ,泉区
　30～34,"12,970",2005 ,泉区
　35～39,"12,378",2005 ,泉区
　40～44,"10,409",2005 ,泉区
　45～49,"8,850",2005 ,泉区
　50～54,"9,638",2005 ,泉区
　55～59,"11,994",2005 ,泉区
　60～64,"11,293",2005 ,泉区
　65～69,"9,498",2005 ,泉区
　70～74,"7,357",2005 ,泉区
　75～79,"4,669",2005 ,泉区
　80～84,"2,799",2005 ,泉区
　85～89,"1,697",2005 ,泉区
　90～94,821,2005 ,泉区
　95～99,204,2005 ,泉区
　100歳以上,28,2005 ,泉区
　０～４歳,"6,875 ",2010,泉区
　５～９,"7,216 ",2010,泉区
　10～14,"7,625 ",2010,泉区
　15～19,"7,518 ",2010,泉区
　20～24,"7,213 ",2010,泉区
　25～29,"7,931 ",2010,泉区
　30～34,"9,808 ",2010,泉区
　35～39,"13,033 ",2010,泉区
　40～44,"12,491 ",2010,泉区
　45～49,"10,333 ",2010,泉区
　50～54,"8,691 ",2010,泉区
　55～59,"9,586 ",2010,泉区
　60～64,"11,842 ",2010,泉区
　65～69,"10,951 ",2010,泉区
　70～74,"9,124 ",2010,泉区
　75～79,"6,937 ",2010,泉区
　80～84,"4,226 ",2010,泉区
　85～89,"2,264 ",2010,泉区
　90～94,"1,070 ",2010,泉区
　95～99,370 ,2010,泉区
　100歳以上,52 ,2010,泉区
　０～４歳,"5,914 ",2015,泉区
　５～９,"6,656 ",2015,泉区
　10～14,"7,160 ",2015,泉区
　15～19,"7,673 ",2015,泉区
　20～24,"7,121 ",2015,泉区
　25～29,"6,878 ",2015,泉区
　30～34,"7,969 ",2015,泉区
　35～39,"9,660 ",2015,泉区
　40～44,"12,810 ",2015,泉区
　45～49,"12,287 ",2015,泉区
　50～54,"10,159 ",2015,泉区
　55～59,"8,573 ",2015,泉区
　60～64,"9,349 ",2015,泉区
　65～69,"11,498 ",2015,泉区
　70～74,"10,381 ",2015,泉区
　75～79,"8,443 ",2015,泉区
　80～84,"6,011 ",2015,泉区
　85～89,"3,163 ",2015,泉区
　90～94,"1,394 ",2015,泉区
　95～99,443 ,2015,泉区
　100歳以上,97 ,2015,泉区
　０～４歳,,1955 ,瀬谷区
　５～９,,1955 ,瀬谷区
　10～14,,1955 ,瀬谷区
　15～19,,1955 ,瀬谷区
　20～24,,1955 ,瀬谷区
　25～29,,1955 ,瀬谷区
　30～34,,1955 ,瀬谷区
　35～39,,1955 ,瀬谷区
　40～44,,1955 ,瀬谷区
　45～49,,1955 ,瀬谷区
　50～54,,1955 ,瀬谷区
　55～59,,1955 ,瀬谷区
　60～64,,1955 ,瀬谷区
　65～69,,1955 ,瀬谷区
　70～74,,1955 ,瀬谷区
　75～79,,1955 ,瀬谷区
　80～84,,1955 ,瀬谷区
　85～89,,1955 ,瀬谷区
　90～94,,1955 ,瀬谷区
　95～99,,1955 ,瀬谷区
　100歳以上,,1955 ,瀬谷区
　０～４歳,,1960 ,瀬谷区
　５～９,,1960 ,瀬谷区
　10～14,,1960 ,瀬谷区
　15～19,,1960 ,瀬谷区
　20～24,,1960 ,瀬谷区
　25～29,,1960 ,瀬谷区
　30～34,,1960 ,瀬谷区
　35～39,,1960 ,瀬谷区
　40～44,,1960 ,瀬谷区
　45～49,,1960 ,瀬谷区
　50～54,,1960 ,瀬谷区
　55～59,,1960 ,瀬谷区
　60～64,,1960 ,瀬谷区
　65～69,,1960 ,瀬谷区
　70～74,,1960 ,瀬谷区
　75～79,,1960 ,瀬谷区
　80～84,,1960 ,瀬谷区
　85～89,,1960 ,瀬谷区
　90～94,,1960 ,瀬谷区
　95～99,,1960 ,瀬谷区
　100歳以上,,1960 ,瀬谷区
　０～４歳,,1965 ,瀬谷区
　５～９,,1965 ,瀬谷区
　10～14,,1965 ,瀬谷区
　15～19,,1965 ,瀬谷区
　20～24,,1965 ,瀬谷区
　25～29,,1965 ,瀬谷区
　30～34,,1965 ,瀬谷区
　35～39,,1965 ,瀬谷区
　40～44,,1965 ,瀬谷区
　45～49,,1965 ,瀬谷区
　50～54,,1965 ,瀬谷区
　55～59,,1965 ,瀬谷区
　60～64,,1965 ,瀬谷区
　65～69,,1965 ,瀬谷区
　70～74,,1965 ,瀬谷区
　75～79,,1965 ,瀬谷区
　80～84,,1965 ,瀬谷区
　85～89,,1965 ,瀬谷区
　90～94,,1965 ,瀬谷区
　95～99,,1965 ,瀬谷区
　100歳以上,,1965 ,瀬谷区
　０～４歳," 8,278 ",1970 ,瀬谷区
　５～９," 7,157 ",1970 ,瀬谷区
　10～14," 5,652 ",1970 ,瀬谷区
　15～19," 5,606 ",1970 ,瀬谷区
　20～24," 7,483 ",1970 ,瀬谷区
　25～29," 7,869 ",1970 ,瀬谷区
　30～34," 7,980 ",1970 ,瀬谷区
　35～39," 7,387 ",1970 ,瀬谷区
　40～44," 6,103 ",1970 ,瀬谷区
　45～49," 3,894 ",1970 ,瀬谷区
　50～54," 2,869 ",1970 ,瀬谷区
　55～59," 2,341 ",1970 ,瀬谷区
　60～64," 1,551 ",1970 ,瀬谷区
　65～69," 1,038 ",1970 ,瀬谷区
　70～74, 627 ,1970 ,瀬谷区
　75～79, 414 ,1970 ,瀬谷区
　80～84, 171 ,1970 ,瀬谷区
　85～89, 60 ,1970 ,瀬谷区
　90～94, 10 ,1970 ,瀬谷区
　95～99, 2 ,1970 ,瀬谷区
　100歳以上, - ,1970 ,瀬谷区
　０～４歳," 9,968 ",1975 ,瀬谷区
　５～９," 8,943 ",1975 ,瀬谷区
　10～14," 7,362 ",1975 ,瀬谷区
　15～19," 6,160 ",1975 ,瀬谷区
　20～24," 7,691 ",1975 ,瀬谷区
　25～29," 10,014 ",1975 ,瀬谷区
　30～34," 9,517 ",1975 ,瀬谷区
　35～39," 8,662 ",1975 ,瀬谷区
　40～44," 7,714 ",1975 ,瀬谷区
　45～49," 6,187 ",1975 ,瀬谷区
　50～54," 4,078 ",1975 ,瀬谷区
　55～59," 2,955 ",1975 ,瀬谷区
　60～64," 2,464 ",1975 ,瀬谷区
　65～69," 1,642 ",1975 ,瀬谷区
　70～74, 982 ,1975 ,瀬谷区
　75～79, 531 ,1975 ,瀬谷区
　80～84, 260 ,1975 ,瀬谷区
　85～89, 85 ,1975 ,瀬谷区
　90～94, 17 ,1975 ,瀬谷区
　95～99, 1 ,1975 ,瀬谷区
　100歳以上, - ,1975 ,瀬谷区
　０～４歳," 7,364 ",1980 ,瀬谷区
　５～９," 9,675 ",1980 ,瀬谷区
　10～14," 8,778 ",1980 ,瀬谷区
　15～19," 7,553 ",1980 ,瀬谷区
　20～24," 6,817 ",1980 ,瀬谷区
　25～29," 7,898 ",1980 ,瀬谷区
　30～34," 9,770 ",1980 ,瀬谷区
　35～39," 9,274 ",1980 ,瀬谷区
　40～44," 8,487 ",1980 ,瀬谷区
　45～49," 7,575 ",1980 ,瀬谷区
　50～54," 5,946 ",1980 ,瀬谷区
　55～59," 3,981 ",1980 ,瀬谷区
　60～64," 2,861 ",1980 ,瀬谷区
　65～69," 2,350 ",1980 ,瀬谷区
　70～74," 1,492 ",1980 ,瀬谷区
　75～79, 787 ,1980 ,瀬谷区
　80～84, 353 ,1980 ,瀬谷区
　85～89, 137 ,1980 ,瀬谷区
　90～94, 21 ,1980 ,瀬谷区
　95～99, 2 ,1980 ,瀬谷区
　100歳以上, - ,1980 ,瀬谷区
　０～４歳," 6,813 ",1985 ,瀬谷区
　５～９," 7,932 ",1985 ,瀬谷区
　10～14," 10,000 ",1985 ,瀬谷区
　15～19," 9,238 ",1985 ,瀬谷区
　20～24," 8,649 ",1985 ,瀬谷区
　25～29," 7,656 ",1985 ,瀬谷区
　30～34," 8,538 ",1985 ,瀬谷区
　35～39," 10,080 ",1985 ,瀬谷区
　40～44," 9,431 ",1985 ,瀬谷区
　45～49," 8,514 ",1985 ,瀬谷区
　50～54," 7,507 ",1985 ,瀬谷区
　55～59," 5,812 ",1985 ,瀬谷区
　60～64," 3,915 ",1985 ,瀬谷区
　65～69," 2,810 ",1985 ,瀬谷区
　70～74," 2,217 ",1985 ,瀬谷区
　75～79," 1,304 ",1985 ,瀬谷区
　80～84, 579 ,1985 ,瀬谷区
　85～89, 207 ,1985 ,瀬谷区
　90～94, 45 ,1985 ,瀬谷区
　95～99, 3 ,1985 ,瀬谷区
　100歳以上, 1 ,1985 ,瀬谷区
　０～４歳,"6,469",1990 ,瀬谷区
　５～９,"6,911",1990 ,瀬谷区
　10～14,"8,015",1990 ,瀬谷区
　15～19,"10,389",1990 ,瀬谷区
　20～24,"10,503",1990 ,瀬谷区
　25～29,"9,505",1990 ,瀬谷区
　30～34,"7,926",1990 ,瀬谷区
　35～39,"8,340",1990 ,瀬谷区
　40～44,"10,202",1990 ,瀬谷区
　45～49,"9,478",1990 ,瀬谷区
　50～54,"8,568",1990 ,瀬谷区
　55～59,"7,398",1990 ,瀬谷区
　60～64,"5,691",1990 ,瀬谷区
　65～69,"3,771",1990 ,瀬谷区
　70～74,"2,598",1990 ,瀬谷区
　75～79,"1,920",1990 ,瀬谷区
　80～84,944,1990 ,瀬谷区
　85～89,330,1990 ,瀬谷区
　90～94,110,1990 ,瀬谷区
　95～99,12,1990 ,瀬谷区
　100歳以上,-,1990 ,瀬谷区
　０～４歳,"6,403",1995 ,瀬谷区
　５～９,"6,171",1995 ,瀬谷区
　10～14,"6,779",1995 ,瀬谷区
　15～19,"7,973",1995 ,瀬谷区
　20～24,"10,643",1995 ,瀬谷区
　25～29,"10,832",1995 ,瀬谷区
　30～34,"9,106",1995 ,瀬谷区
　35～39,"7,422",1995 ,瀬谷区
　40～44,"8,110",1995 ,瀬谷区
　45～49,"9,994",1995 ,瀬谷区
　50～54,"9,306",1995 ,瀬谷区
　55～59,"8,432",1995 ,瀬谷区
　60～64,"7,087",1995 ,瀬谷区
　65～69,"5,319",1995 ,瀬谷区
　70～74,"3,408",1995 ,瀬谷区
　75～79,"2,205",1995 ,瀬谷区
　80～84,"1,473",1995 ,瀬谷区
　85～89,631,1995 ,瀬谷区
　90～94,142,1995 ,瀬谷区
　95～99,31,1995 ,瀬谷区
　100歳以上,4,1995 ,瀬谷区
　０～４歳,"6,345",2000,瀬谷区
　５～９,"5,909",2000,瀬谷区
　10～14,"5,925",2000,瀬谷区
　15～19,"6,657",2000,瀬谷区
　20～24,"8,105",2000,瀬谷区
　25～29,"11,157",2000,瀬谷区
　30～34,"10,326",2000,瀬谷区
　35～39,"8,321",2000,瀬谷区
　40～44,"6,986",2000,瀬谷区
　45～49,"7,748",2000,瀬谷区
　50～54,"9,570",2000,瀬谷区
　55～59,"8,951",2000,瀬谷区
　60～64,"8,102",2000,瀬谷区
　65～69,"6,683",2000,瀬谷区
　70～74,"4,836",2000,瀬谷区
　75～79,"2,942",2000,瀬谷区
　80～84,"1,783",2000,瀬谷区
　85～89,962,2000,瀬谷区
　90～94,296,2000,瀬谷区
　95～99,51,2000,瀬谷区
　100歳以上,8,2000,瀬谷区
　０～４歳,"6,492",2005 ,瀬谷区
　５～９,"6,560",2005 ,瀬谷区
　10～14,"5,983",2005 ,瀬谷区
　15～19,"6,015",2005 ,瀬谷区
　20～24,"6,902",2005 ,瀬谷区
　25～29,"8,729",2005 ,瀬谷区
　30～34,"11,443",2005 ,瀬谷区
　35～39,"10,422",2005 ,瀬谷区
　40～44,"8,508",2005 ,瀬谷区
　45～49,"6,952",2005 ,瀬谷区
　50～54,"7,666",2005 ,瀬谷区
　55～59,"9,476",2005 ,瀬谷区
　60～64,"8,851",2005 ,瀬谷区
　65～69,"7,959",2005 ,瀬谷区
　70～74,"6,344",2005 ,瀬谷区
　75～79,"4,427",2005 ,瀬谷区
　80～84,"2,514",2005 ,瀬谷区
　85～89,"1,331",2005 ,瀬谷区
　90～94,577,2005 ,瀬谷区
　95～99,161,2005 ,瀬谷区
　100歳以上,16,2005 ,瀬谷区
　０～４歳,"5,607 ",2010,瀬谷区
　５～９,"6,262 ",2010,瀬谷区
　10～14,"6,460 ",2010,瀬谷区
　15～19,"5,948 ",2010,瀬谷区
　20～24,"5,996 ",2010,瀬谷区
　25～29,"6,960 ",2010,瀬谷区
　30～34,"8,322 ",2010,瀬谷区
　35～39,"10,816 ",2010,瀬谷区
　40～44,"9,879 ",2010,瀬谷区
　45～49,"8,206 ",2010,瀬谷区
　50～54,"6,735 ",2010,瀬谷区
　55～59,"7,383 ",2010,瀬谷区
　60～64,"9,213 ",2010,瀬谷区
　65～69,"8,588 ",2010,瀬谷区
　70～74,"7,518 ",2010,瀬谷区
　75～79,"5,822 ",2010,瀬谷区
　80～84,"3,877 ",2010,瀬谷区
　85～89,"1,916 ",2010,瀬谷区
　90～94,861 ,2010,瀬谷区
　95～99,253 ,2010,瀬谷区
　100歳以上,33 ,2010,瀬谷区
　０～４歳,"4,845 ",2015,瀬谷区
　５～９,"5,491 ",2015,瀬谷区
